ID,Target
ID_AfJwBDUJ,0.64690304
ID_AfNuECWg,0.5469131
ID_AfVscPmP,0.24429421
ID_AfhrbWzR,0.31036195
ID_AfwryFhH,0.6710706
ID_AgUAucCP,0.37987098
ID_AglMAZoh,0.47299418
ID_AhnGcQio,0.2742747
ID_AjJPPHAL,0.6698892
ID_AjKmTFMY,0.51894414
ID_AjiMKkPT,0.6638113
ID_AkVcUTjP,0.25660247
ID_AkxtjnJa,0.60566
ID_AlJhLJRt,0.24371399
ID_AlVKVicY,0.4734805
ID_AllHLvcz,0.37787724
ID_AltrReMt,0.5531992
ID_AmQJHfYo,0.28798422
ID_AmpezFVR,0.1271561
ID_AmtsBLns,0.5810073
ID_AnEcIkfL,0.25370198
ID_AnPYWNBM,0.6638017
ID_AngLjjUp,0.1640866
ID_AoGJYJXv,0.25661108
ID_AoUZroQf,0.28823856
ID_AoexKjgK,0.21377882
ID_ApKXUhZD,0.2508211
ID_AphFNCOm,0.51190346
ID_AppOiOze,0.34039083
ID_ArNAYuzY,0.37156248
ID_ArqJHIiA,0.2231519
ID_ArqnMNZq,0.61360914
ID_AsTClwPW,0.23979113
ID_AskSIyih,0.29558343
ID_AtsAxWos,0.5455635
ID_AuRfiVsE,0.23643038
ID_AvXZLrZz,0.24351572
ID_AvyadwXB,0.2509755
ID_AwHoEELL,0.24740726
ID_AwIqEAPg,0.27306604
ID_AwbVNQCH,0.33750415
ID_AwjmYsgR,0.12508634
ID_AxiRuHUW,0.21861844
ID_AxpIjGor,0.27281126
ID_AyBgznlu,0.46472347
ID_AycBTAkj,0.3633028
ID_AytNtCJi,0.3706568
ID_AyugJuAH,0.6436594
ID_AzLBUveg,0.64443773
ID_AzoYzxAX,0.64745873
ID_AzyCgstS,0.2313741
ID_BACWTtes,0.41151053
ID_BAgxLKbX,0.21608081
ID_BCLimyhl,0.542939
ID_BENSZKZu,0.54520094
ID_BFOASLhf,0.4659813
ID_BGGIQkSh,0.33029354
ID_BGtDAbgZ,0.58076733
ID_BHksJRSY,0.28843826
ID_BHqjkqep,0.34685385
ID_BIYJNHpp,0.48414248
ID_BIsVRnTa,0.24057288
ID_BJSkytVT,0.24373487
ID_BJcdZfAP,0.5478443
ID_BJuIrHhj,0.25518668
ID_BKEpocAb,0.22105251
ID_BKeVvvIM,0.20209666
ID_BKkqXeJu,0.6557152
ID_BKnPHIZU,0.6035961
ID_BLKEoSEj,0.12629904
ID_BLMUOuyN,0.29465196
ID_BLQGrlac,0.6206617
ID_BLWzhZoc,0.21288213
ID_BLfnIdeD,0.40777707
ID_BLyRuqNO,0.30567724
ID_BMnejXQv,0.52082807
ID_BNMVQEeS,0.4478589
ID_BNRZTGqH,0.23116776
ID_BNmlTGuI,0.50760823
ID_BOTnxefH,0.2921566
ID_BOWasnlf,0.66417044
ID_BOlqmpzO,0.24375138
ID_BPZFicMO,0.23244862
ID_BPcdusVC,0.22969224
ID_BPckcnJB,0.22486638
ID_BPviWSjp,0.44345182
ID_BQDCDIer,0.4247351
ID_BQQuPSyd,0.44192132
ID_BQUtzjNQ,0.61245203
ID_BQVTAVeq,0.21032304
ID_BQrXEZaN,0.27222297
ID_BRwXItOz,0.5763987
ID_BSFdCBll,0.35385668
ID_BSwtXRdT,0.61976784
ID_BTBuBpdC,0.25434285
ID_BTneEiIB,0.23034672
ID_BTyBHQxE,0.42518777
ID_BUMasXYh,0.2413349
ID_BUctWDpc,0.5114411
ID_BUeZVsfi,0.27261007
ID_BUmGlhku,0.34236768
ID_BUvNegcE,0.26576313
ID_BVzoXQLD,0.40146378
ID_BWDtiWqd,0.22160167
ID_BWOvOSgP,0.2479506
ID_BWaZfPdX,0.38889506
ID_BWnYZspx,0.23697168
ID_BXZblSjm,0.6736877
ID_BXjwZkCv,0.18707411
ID_BXnhmUeo,0.4524236
ID_BXsVMIJL,0.23918667
ID_BYERNhZh,0.38244462
ID_BYJfZMFM,0.24231249
ID_BYqGaJje,0.63780403
ID_BaTjJScD,0.17080836
ID_BafknAZf,0.25190324
ID_BahbAJNa,0.2669454
ID_BanIiHAk,0.559437
ID_BbJWEHzV,0.5347619
ID_BbTAPcaU,0.24106643
ID_BbgTIBJH,0.16766515
ID_BbhdoKFr,0.31626558
ID_BcEnAvKQ,0.23999022
ID_BcLYUQDQ,0.2879199
ID_BcfOfcmN,0.29614973
ID_BcuTjCYd,0.24146892
ID_BdMwaKOm,0.26644576
ID_BdSzkjcZ,0.27189013
ID_BdpXvXXB,0.26935375
ID_BePnAQZY,0.5962737
ID_BedVMtVo,0.33806515
ID_BeeJpwcS,0.6436842
ID_BexSacBp,0.24407808
ID_BgDmcheL,0.2783418
ID_BgOwSqkn,0.22953543
ID_BgZHcdGw,0.43630993
ID_BgvEOKBt,0.24991184
ID_BhJajvyp,0.23066975
ID_BhdcRktG,0.24256496
ID_BileAeKW,0.3994168
ID_BjkDtgBv,0.4995527
ID_BkEGkxPL,0.5766334
ID_BkKNZJfY,0.6163257
ID_BkWRsqza,0.16714537
ID_BlbswiMs,0.2348891
ID_BldmlKns,0.2688992
ID_BmAeMYuZ,0.4444938
ID_BmGVKQlC,0.40907964
ID_BmQLglxX,0.64503145
ID_BmeaYaYT,0.59073603
ID_BmwCjoTm,0.22578402
ID_BnKFJQmE,0.24265169
ID_BoLrudOn,0.6072274
ID_BomllRrf,0.34579656
ID_BpBLjOGl,0.24563423
ID_Bprqtkgu,0.3171427
ID_BqARbjuY,0.4403544
ID_BqJwOKcV,0.3060414
ID_BrAyqKKs,0.2931273
ID_BrHaBSak,0.2303472
ID_BrNTrTJS,0.2348749
ID_BrjFnCOV,0.546602
ID_BsCOXdIc,0.31837627
ID_BskMWBkZ,0.30678114
ID_BsvIgCun,0.25585398
ID_BtZtIfAE,0.22689691
ID_BtbsRFKG,0.3004127
ID_BuPJlYkS,0.26854947
ID_BunqEuvU,0.39667112
ID_BuuSokWy,0.28938723
ID_BvAJUBeY,0.27672595
ID_BvmloKCu,0.24197325
ID_BvyUJisZ,0.3168126
ID_BwKBOiRk,0.3251346
ID_BwYJqClq,0.28538728
ID_BwqdPmCF,0.53946835
ID_BwuBhMko,0.6296823
ID_BxCJCoAu,0.30740395
ID_BxfinfdK,0.23175772
ID_BxkGxjYl,0.5681987
ID_BxrIUAMk,0.36027333
ID_BxwOqCFH,0.65914387
ID_ByCHPfWg,0.25017878
ID_ByHxQqFV,0.31470656
ID_BzfLCcrp,0.6867187
ID_BzhqaXhd,0.24618198
ID_CApOzbVe,0.55091363
ID_CAwiczhy,0.30170384
ID_CBHcMUxl,0.63130844
ID_CBLPCEiF,0.5307828
ID_CCBeZTax,0.2766788
ID_CCYOinIu,0.56443447
ID_CCyYkARx,0.3023676
ID_CDcpBAxa,0.24533878
ID_CEjbJvfm,0.57122374
ID_CEovNAGo,0.13208817
ID_CEswmFAi,0.44793507
ID_CFGHZhVZ,0.23685558
ID_CFLqojnO,0.35581592
ID_CHaUQJZY,0.41082737
ID_CHoLFytL,0.58321047
ID_CHwsbogl,0.12614438
ID_CInuXMqQ,0.22580747
ID_CItNqzsL,0.2960689
ID_CJALNWFL,0.2613559
ID_CJFgJxvV,0.6078625
ID_CJcpNKva,0.57443476
ID_CJjazdtk,0.30543074
ID_CJrYGSlk,0.26995268
ID_CJybLoZa,0.31877884
ID_CKRTJvGh,0.23541865
ID_CKTBuvjM,0.23129265
ID_CKXVLmYF,0.36923358
ID_CKutiOYg,0.29095194
ID_CMCJHRET,0.24162023
ID_CMSTfhLo,0.24724068
ID_CMmSpIpS,0.2569411
ID_CNLIzGRb,0.66673476
ID_CNTyGgNf,0.35664502
ID_CNomHNBL,0.22423631
ID_CNumyVrp,0.23890164
ID_COAXJICB,0.2003417
ID_COFPzxUZ,0.50156456
ID_CORDXJYF,0.26230913
ID_COiectME,0.257488
ID_COmvRhji,0.24020882
ID_COwomyts,0.26352873
ID_CPBMDtlp,0.28669146
ID_CPBcvVZF,0.22317198
ID_CPVntXyj,0.42307186
ID_CPgzAcNV,0.28593805
ID_CPmKoXaM,0.4794404
ID_CQXJlkpg,0.29683715
ID_CQdiljDi,0.4305063
ID_CQjqNebG,0.26172945
ID_CQrFKiAF,0.59951985
ID_CQwiVqqi,0.24290283
ID_CRHKLiZx,0.22188108
ID_CRcEYgTa,0.22147587
ID_CRhFCLMO,0.636349
ID_CSgpXvnE,0.17565021
ID_CTMgejoI,0.39408058
ID_CTvGkQxC,0.67099917
ID_CUHvrwUk,0.6258654
ID_CUqAHPvV,0.47245145
ID_CUrFSWvx,0.5024182
ID_CUrmEAzr,0.6190636
ID_CVEpdfZX,0.23934741
ID_CVLVfYWj,0.60391116
ID_CVyTZXZV,0.25517392
ID_CWExbLjv,0.55022204
ID_CWLDtzoR,0.24556625
ID_CWdrRUMl,0.27339923
ID_CXDrRaxi,0.4156521
ID_CXOHsOJa,0.25116235
ID_CXkHPCXN,0.54340225
ID_CXrYCDQg,0.23166372
ID_CYAuVAJL,0.2439594
ID_CYMzgJDP,0.30135062
ID_CZNHAUJe,0.23441538
ID_CZXIVnJE,0.53404576
ID_CabsHfvT,0.6293314
ID_CauugnrH,0.589611
ID_CbtgMYyq,0.19528903
ID_CcNJYtwL,0.65697145
ID_CckQkXGP,0.286097
ID_CcmjRDYK,0.25104132
ID_CctkAzJX,0.4920986
ID_CdAXQiqT,0.57351077
ID_CdgnMeCm,0.62052596
ID_CdlTAUyo,0.24409884
ID_CdsjvxIM,0.24239509
ID_CdzRNGiI,0.34239513
ID_CeWrsJlc,0.22537704
ID_CfBQkmKi,0.25859535
ID_CfCJfsmM,0.46529156
ID_CgTRGtyu,0.5802162
ID_CgaBKcYz,0.23207453
ID_CgbzKLPN,0.39558178
ID_CgmJXUAE,0.66428274
ID_CgwBaLyC,0.56908756
ID_CgxIbCpN,0.347923
ID_ChBMThEy,0.5544142
ID_ChDQkXGC,0.230939
ID_ChLImXEd,0.23408875
ID_ChQqQyHS,0.33539277
ID_CiUBALML,0.25640672
ID_CjCcWaCW,0.24476172
ID_CjRxgnXw,0.66992706
ID_CjYBfXAm,0.3906446
ID_CjlNKJev,0.5446689
ID_CkGygIhb,0.38336676
ID_CkMexKDy,0.45396343
ID_ClGkNwzB,0.4310268
ID_CmATHcPd,0.6354633
ID_CmBBflPP,0.2287017
ID_CmFkQUst,0.21473393
ID_CmVQUydc,0.34386024
ID_CmwKqVGu,0.23533246
ID_CnTZNOiq,0.65359986
ID_CnUVwWFS,0.52955145
ID_CoiVHGou,0.23754178
ID_CorQeHsO,0.2843023
ID_CpLfaWPi,0.29113546
ID_CpmCEBXc,0.22597545
ID_CrRrDTza,0.29277343
ID_CrSMaqyb,0.22142158
ID_CrmiQoBo,0.26129767
ID_CrnXMFGe,0.23529635
ID_CroANmpd,0.46425992
ID_CsSjGtFi,0.37007976
ID_CsVakSZT,0.31682473
ID_CsoxKaFR,0.24306203
ID_CtrfLRmQ,0.36349866
ID_CttZxSlY,0.67475986
ID_CuIBunBG,0.43915793
ID_CvAtaGka,0.52178746
ID_CvDadgNp,0.3164728
ID_CvLVRRoU,0.6776032
ID_CvwWmZVH,0.29345024
ID_CwutcNGv,0.24394836
ID_CxOzodMT,0.236796
ID_CxeYhFLX,0.22957622
ID_CxlApNxk,0.30926007
ID_CzvLIKEt,0.1877324
ID_CzxTfLps,0.3221475
ID_DAMoIwog,0.2413419
ID_DBeYFaLJ,0.23525184
ID_DBzqOPuF,0.22893432
ID_DCOnnhDj,0.2928227
ID_DCQeMCTQ,0.37500024
ID_DCRgDGVP,0.3920108
ID_DCjoYiHP,0.2993921
ID_DCtoGvyH,0.6788668
ID_DCwcVmKy,0.40389177
ID_DDaRkyMa,0.22893432
ID_DEMTDldG,0.5068374
ID_DEwnrUuh,0.5584122
ID_DFVioZqw,0.4451941
ID_DFzGJRZb,0.5990108
ID_DGWhqlGk,0.6260607
ID_DHNYtqaA,0.24450913
ID_DHfNXtpq,0.5236517
ID_DHqoYoYD,0.2438555
ID_DILkugZy,0.4806032
ID_DIvzQHMx,0.2718421
ID_DJWcbzbL,0.29200727
ID_DJZMdRHk,0.25528634
ID_DJayJHkE,0.6495979
ID_DKOOnkJl,0.26605278
ID_DKYCaUfP,0.27315772
ID_DKmaxuYC,0.17569315
ID_DLDTfQCa,0.2941791
ID_DMDSNqUt,0.4274242
ID_DNIDNswj,0.6705841
ID_DNPwUkcn,0.2349873
ID_DNSsSmna,0.5490849
ID_DNjMGbWK,0.22938025
ID_DORsPKUF,0.5412814
ID_DPfgKhIe,0.24936402
ID_DQRlPLIX,0.3486266
ID_DRZqSchd,0.24658035
ID_DRbjmomF,0.30420882
ID_DScDotef,0.55604047
ID_DSdQgMGe,0.23668092
ID_DSiECpJB,0.4613798
ID_DSiyDBWL,0.29303187
ID_DTPIhCsa,0.38555694
ID_DTXxvuws,0.23189405
ID_DTmTMLlU,0.18428017
ID_DUEOzkuL,0.2980289
ID_DULWKSJX,0.23133618
ID_DVMAOHin,0.19172122
ID_DVZheOiB,0.22154295
ID_DVceposI,0.54846257
ID_DVeewFKf,0.23985554
ID_DWGWObwj,0.6705841
ID_DWGpJTkv,0.23151053
ID_DWgyNPTH,0.5752482
ID_DXKyfxYZ,0.6714189
ID_DYHXjurT,0.509531
ID_DYICyMMB,0.5421958
ID_DYLGPgFZ,0.62427664
ID_DYTVOftK,0.17645669
ID_DYghsWax,0.37338814
ID_DYuUjPon,0.23345494
ID_DZCoGTkV,0.4940701
ID_DZhhEDOt,0.6293314
ID_DadTYUJQ,0.30620015
ID_DagVOOHC,0.3560521
ID_DagnKCxn,0.259253
ID_DavtyaQU,0.6768802
ID_DawovcIU,0.6145952
ID_DbEXIrxH,0.28508994
ID_DcIwMVGC,0.53958374
ID_DcJIhSpT,0.667359
ID_DcSPsGrz,0.3235876
ID_DcgaObUv,0.21985519
ID_DdMgHrOm,0.2785741
ID_DeFQXLpj,0.56614655
ID_DeUNlJSw,0.28394845
ID_DfTEhVau,0.2786423
ID_DfnrQMta,0.24718939
ID_DgOdiRaV,0.2389776
ID_DhkBTNad,0.2341868
ID_DjEEbxwp,0.4254272
ID_DjhtxXQM,0.25970447
ID_DkrsqRvl,0.66454047
ID_DlMchmJG,0.26889035
ID_DlUOeuZZ,0.2481684
ID_DlbMcJys,0.4071075
ID_DlhOQjZu,0.24143466
ID_DmOnYWUE,0.30952638
ID_DmWqDyfY,0.3318443
ID_DmmURtOX,0.2517258
ID_DmwCfnNi,0.25249475
ID_DnXetKsk,0.23271243
ID_Dnftoghz,0.25265872
ID_DoaKlOdf,0.24074024
ID_DogoKVqz,0.28684312
ID_DojOcFQT,0.58192515
ID_DopUZctt,0.23314436
ID_DornGdyP,0.23182157
ID_DptAikmA,0.61676127
ID_DpvJmAZz,0.18707411
ID_DqWcBFro,0.668328
ID_DqeHxcGm,0.36028817
ID_DrKVSVEk,0.24209403
ID_DrXSWvwp,0.30132735
ID_DsKaWuEE,0.28247768
ID_DsWvQphI,0.6112093
ID_DtFJUQna,0.23325434
ID_DtHCfLiY,0.3495558
ID_DtQzJUXO,0.59502614
ID_DtdbBAtF,0.28142652
ID_DuJNMOZl,0.3271222
ID_DuYlzUdW,0.22272556
ID_DuiQrITi,0.2418801
ID_DvCkSdeB,0.22971815
ID_DvDyOqRD,0.47777864
ID_DvKmZcXY,0.47109753
ID_DvTxwFnq,0.27192825
ID_DvVZrrxY,0.27190712
ID_DwEaPglq,0.24386102
ID_DxFfsEqD,0.41454986
ID_DxIeIhsS,0.53489095
ID_DxlEfaDx,0.34734794
ID_DyjrhcDC,0.2243204
ID_DyoHsmDV,0.23576681
ID_DzCMUmof,0.18466493
ID_DzGuJBUc,0.28491667
ID_DzNJJfNw,0.32066774
ID_DzOpVLWg,0.23908013
ID_DzYSAHsN,0.35432115
ID_EAecgJZD,0.6601294
ID_EBiZWnYz,0.24111441
ID_ECXDMfJa,0.45992276
ID_ECdMWIOz,0.6752434
ID_ECtiZmSg,0.47680876
ID_EECnBeqw,0.66439533
ID_EEPGDfyN,0.28912085
ID_EEgZOhlz,0.25615406
ID_EEuDemjG,0.6753499
ID_EFUilJvG,0.64106774
ID_EFYXXEtP,0.19550925
ID_EFszKMHu,0.4930439
ID_EFuQqClS,0.560295
ID_EGQbeNVP,0.60566
ID_EGbdzJPn,0.4168854
ID_EIUcvsLt,0.36789763
ID_EIjYMUjO,0.24276967
ID_EImXzxgg,0.4416123
ID_EIqCnUNN,0.23729445
ID_EIvkdtes,0.538342
ID_EJaOOFHL,0.27262616
ID_EJyRZlZt,0.2888655
ID_EKEcZRFR,0.54922324
ID_EKPGXPJk,0.57456577
ID_EKUiCeNh,0.23616365
ID_EKrTVeKy,0.22830789
ID_ELGLCHcp,0.33607918
ID_ELdxnIsW,0.497313
ID_ELtTaYpb,0.2541606
ID_ELxoSzBQ,0.27364984
ID_EMCinHnA,0.62867516
ID_EMMPRZtk,0.23742323
ID_EMzXKKhZ,0.54015297
ID_ENckeFMp,0.33214277
ID_ENqNLzyM,0.23575623
ID_EOAPmEKt,0.5473537
ID_EOJImNnE,0.344955
ID_EOOHMjCe,0.44479406
ID_EOXTNPmE,0.22883715
ID_EPFfCPnA,0.3129363
ID_EPYxrqkc,0.24235977
ID_EPcqBzXs,0.28456587
ID_EQCRCCrL,0.24659397
ID_EQOEquwn,0.5983698
ID_EQmXGtBy,0.24812998
ID_ERNwHvCg,0.24823672
ID_ERlQYuLa,0.23994973
ID_ESTkUYBh,0.17569315
ID_EScQeGCj,0.48911852
ID_ESpVrFMy,0.24759074
ID_ESwNpcwY,0.21610248
ID_ETIyXple,0.26046634
ID_ETeDOXFC,0.5581248
ID_EURbIIyk,0.23522568
ID_EUSrYAaJ,0.22635254
ID_EUWdbZUM,0.24547683
ID_EUZvTQzF,0.40696657
ID_EUmoHcuF,0.24416919
ID_EVhbidjQ,0.2956736
ID_EWZkWIqh,0.5183861
ID_EWbbjXep,0.16281793
ID_EWpfhDeh,0.24279377
ID_EXDiLuxE,0.45557576
ID_EXLnKrIg,0.29574844
ID_EXNXJyIL,0.3244866
ID_EXcHFafW,0.23351845
ID_EXtSEfFo,0.28907236
ID_EYRGOELJ,0.20425244
ID_EYeAYmAa,0.24569836
ID_EZMEqCRS,0.28489697
ID_EaALIVQB,0.32985505
ID_EaKsjHfZ,0.2813991
ID_EaddwLrp,0.48991978
ID_EagobRVG,0.67394304
ID_EatQBKnd,0.23252484
ID_EautnNqc,0.2398394
ID_EavjScGJ,0.27024364
ID_EbAYjhOQ,0.21148252
ID_EbLOzjnx,0.45432955
ID_EbOJIrdP,0.23305175
ID_EbSKBrkV,0.21716183
ID_EcFVyxLd,0.20592317
ID_EdQFjKmC,0.18327151
ID_EdlMRuMZ,0.3867095
ID_EeXXGllN,0.6034929
ID_EexGFGCK,0.31214717
ID_EfCHTvbI,0.43405434
ID_EfipPoMb,0.3300678
ID_EgMQChYc,0.24557263
ID_EgyKnReO,0.50605524
ID_EhHtmAlo,0.24495469
ID_EiMqlhvT,0.3588789
ID_EiPBJmUg,0.23637
ID_EjAlUwrl,0.23980291
ID_EjWlAKPh,0.43745017
ID_EjheRXlF,0.24037068
ID_EkHbvmEL,0.2638044
ID_EkRmCRzs,0.28038985
ID_EkaBMkKG,0.6725789
ID_EkylSQAD,0.2550801
ID_EnUuMYwW,0.22525166
ID_EnXSDwSK,0.48833755
ID_EnbvQlwU,0.23599201
ID_EndjsLHJ,0.6213087
ID_EnzNvVWf,0.5203878
ID_EoMZcHHr,0.25125003
ID_EonTZzhf,0.24356964
ID_EpSOMpLk,0.22734033
ID_EpZYzsQM,0.25768346
ID_EpzKevlD,0.5631814
ID_ErZmSUOv,0.29633233
ID_EsjcQNcp,0.39567512
ID_EtGKPhuS,0.6650892
ID_EtHHQoud,0.2893857
ID_EtTFIofK,0.40599734
ID_EttsnaJm,0.23694903
ID_EttxzZCu,0.26433665
ID_EuZxQfwp,0.67536175
ID_EuanKTng,0.24761891
ID_EuwTljfh,0.22755484
ID_EvOGuWuO,0.39086485
ID_EvSyjdlX,0.6098608
ID_EvXnLFcK,0.21529816
ID_EwBUXGuw,0.26106912
ID_EwpfpgFP,0.6459627
ID_ExEPcxAk,0.4214276
ID_ExNuCQUg,0.3020288
ID_ExOgHggk,0.17073365
ID_ExdzjoSn,0.23770234
ID_ExhzBrON,0.24371155
ID_ExibhtuG,0.248524
ID_ExqWCdtE,0.2388102
ID_ExvHGwzn,0.22231379
ID_EyHjIByt,0.25566623
ID_EyKGQilA,0.2569518
ID_EyueSPBC,0.33210802
ID_EzsTFcEh,0.67829156
ID_FAiYiEuC,0.3675769
ID_FAjvnNbX,0.5604143
ID_FAmYMBQT,0.34822595
ID_FAysgPua,0.2786975
ID_FBHJcXXa,0.23719057
ID_FBXabHVV,0.28591943
ID_FBbzHIsv,0.24755158
ID_FBcmdtau,0.5133073
ID_FCJmgflZ,0.2702415
ID_FCJtLRBJ,0.22092517
ID_FDZRXCmn,0.12966341
ID_FDuYcxwq,0.30136776
ID_FDyjiuhm,0.59068316
ID_FDzLHLFp,0.6710706
ID_FECdlKNB,0.25122344
ID_FEOwCiPH,0.23433895
ID_FERodvop,0.6094016
ID_FEeUPdqS,0.24111441
ID_FEibdCrW,0.25338563
ID_FFHvoWIT,0.5678786
ID_FFUIJsJa,0.2317092
ID_FFbXjVGe,0.39244416
ID_FFmyEmaD,0.5448248
ID_FGFggZmL,0.2734436
ID_FGaoqmhD,0.24771902
ID_FGqOTbmF,0.6489024
ID_FGxcKwWJ,0.63166684
ID_FHBQjiqX,0.2929451
ID_FHWpNHUt,0.5478443
ID_FHlUDrgC,0.24048337
ID_FIiKjDde,0.6437936
ID_FImkyYkh,0.23521426
ID_FInTIdNw,0.2218261
ID_FJBGJIaC,0.21514967
ID_FJPuyTmE,0.6223169
ID_FJZBxGJk,0.42589188
ID_FJmKVgsG,0.1271561
ID_FJqprByK,0.3210926
ID_FKGkgLnl,0.23801865
ID_FKQMUUcv,0.25579086
ID_FKuvGBcb,0.29486093
ID_FLGuAeDr,0.3800594
ID_FMDAvlYn,0.27423194
ID_FMiUzvWq,0.45681205
ID_FMkPOEaf,0.24000111
ID_FMoelsxD,0.23882855
ID_FONSmEyl,0.21970329
ID_FOVoPOIO,0.49005836
ID_FOhIvZUG,0.32428545
ID_FOshRuGd,0.39208263
ID_FPcOmOLb,0.2194341
ID_FQHjBpxh,0.2906235
ID_FQsQLqGY,0.28416315
ID_FRLZKhSZ,0.17987734
ID_FRpbDwnM,0.3306335
ID_FRwztClD,0.22155471
ID_FRzgGabR,0.22479
ID_FSAizuWN,0.6240566
ID_FScruXRr,0.53429866
ID_FTCipYBS,0.23821653
ID_FTefnQvp,0.25626063
ID_FUEQeQyQ,0.21691534
ID_FVwXEUTS,0.21662244
ID_FWnGdusw,0.43645045
ID_FWyRKdCH,0.6126024
ID_FXDSOWXf,0.3715902
ID_FXGkaNbs,0.38286573
ID_FXNVAJaZ,0.30536532
ID_FXtfbqDi,0.32464445
ID_FYMSSOlU,0.23112561
ID_FYhzbmYM,0.2678845
ID_FZGPmdyN,0.36060798
ID_FZKDZpcT,0.32164153
ID_FZTZGxAN,0.4339496
ID_FZUkQlqE,0.21472608
ID_FZZUhEjQ,0.29399008
ID_FaILpBxv,0.58142143
ID_FaYyljds,0.28994927
ID_FafUeAfV,0.21469784
ID_FbKPcyxU,0.22695492
ID_FbaPUILt,0.41988987
ID_FcDYcSOm,0.26264694
ID_FdQaiCaa,0.24317761
ID_FdWnSCZy,0.3824793
ID_FdcwiHyg,0.2746722
ID_FeIKafgL,0.24747458
ID_FeLmFggM,0.21680297
ID_FeLvFWWG,0.30179238
ID_FeTcqAFr,0.31237385
ID_FeavPIXm,0.5193594
ID_FetnTVSq,0.62003803
ID_FfSiKVGa,0.4529162
ID_FgMVNfZh,0.23620734
ID_FglsobjS,0.3271373
ID_FgyHKLED,0.2281024
ID_FgzVLJha,0.47257787
ID_FhUgHJOx,0.44501364
ID_FhVGxDBv,0.24125358
ID_FipKxRHj,0.24424458
ID_FjetAlNB,0.5748711
ID_FkDXfkRT,0.39548546
ID_FkanyOua,0.281848
ID_FkbbJNEe,0.55095047
ID_FlMckjcU,0.23815516
ID_FlPYRzpT,0.28748107
ID_FlmTojXM,0.2915524
ID_FnGZHoxX,0.2290538
ID_FnKmKAxT,0.17149392
ID_FoKmddpm,0.24124317
ID_FoeArgpO,0.25378162
ID_FpsqZhXT,0.23704556
ID_FqZIUmml,0.42184925
ID_FqhgtzQU,0.1794964
ID_FqxhCJXn,0.35657996
ID_FrTHNpkN,0.22936195
ID_FshHPhGc,0.23433541
ID_FtYDEfLU,0.24234657
ID_FteDXKtY,0.22048724
ID_Ftrudqrs,0.25704178
ID_FuRKABLd,0.2860037
ID_FuTJchso,0.63030404
ID_FuXUCMew,0.23254552
